User,Card,Year,Month,Day,Amount,Merchant Name,MCC,Errors?,Is Fraud?,Hour,Minute
0,3,2015,5,23,10914,-7421093378627544099,5311,,False,6,42
0,3,2015,5,26,12860,-7421093378627544099,5311,,False,6,14
0,3,2015,5,26,11128,-7421093378627544099,5311,Insufficient Balance,False,6,20
0,3,2015,6,3,12179,-2392212127717286832,4899,Insufficient Balance,False,20,18
0,3,2015,6,3,21938,-2392212127717286832,4899,,False,20,21
0,3,2015,6,19,20993,-9092677072201095172,4900,,False,9,45
0,3,2015,6,30,15744,-9092677072201095172,4900,,False,12,50
0,3,2015,6,30,14889,4241336128694185533,4814,,False,20,25
0,3,2015,7,2,20320,-8338381919281017248,4899,,False,20,3
0,3,2015,7,4,13344,-9092677072201095172,4900,,False,9,46
0,3,2015,7,17,19331,4241336128694185533,4814,,False,20,19
0,3,2015,7,21,4125,-9092677072201095172,4900,,False,20,53
0,3,2015,7,27,14963,-9092677072201095172,4900,,False,9,50
0,3,2015,8,6,12950,4241336128694185533,4814,,False,20,13
0,3,2015,9,4,4825,7272219750676920057,5193,,False,8,31
0,3,2015,9,10,16276,4796006601552743675,5732,,False,16,4
0,3,2015,9,15,94033,-6796080605569913348,4722,,False,5,26
0,3,2015,9,20,26600,7501849281341469857,4722,,False,23,13
0,3,2015,9,23,-26600,7501849281341469857,4722,,False,15,30
0,3,2015,9,23,17398,7501849281341469857,4722,,False,15,39
0,3,2015,9,30,14956,-7421093378627544099,5311,,False,6,3
0,3,2015,10,10,11379,-9092677072201095172,4900,,False,13,2
0,3,2015,11,5,2570,-7421093378627544099,5311,,False,11,42
0,3,2015,11,8,14005,-7421093378627544099,5311,,False,6,12
0,3,2015,11,16,20888,4241336128694185533,4814,,False,20,16
0,3,2015,11,19,692,6455213054093379528,5815,,False,17,37
0,3,2015,11,23,20976,8528733969764750207,4899,Bad CVV,False,20,23
0,3,2015,12,15,2662,4241336128694185533,4814,,False,16,54
0,3,2016,1,5,14240,7035602569409149834,5311,,False,6,9
0,3,2016,1,10,16982,-9092677072201095172,4900,,False,9,35
0,3,2016,1,11,14255,-3289339997738008669,4899,,False,20,23
0,3,2016,1,17,17599,4241336128694185533,4814,,False,19,36
0,3,2016,1,27,20259,8528733969764750207,4899,,False,20,17
0,3,2016,2,17,18980,1108327803852946055,4899,,False,20,29
0,3,2016,2,18,7974,-9092677072201095172,4900,,False,9,59
0,3,2016,2,21,14785,-7421093378627544099,5311,,False,5,47
0,3,2016,2,23,24423,5763106017265139365,5310,,True,10,26
0,3,2016,3,5,1084,-7421093378627544099,5311,,False,19,3
0,3,2016,3,8,370,-2042049018365856408,5815,,False,17,54
0,3,2016,3,21,5465,-9092677072201095172,4900,,False,20,31
0,3,2016,3,25,12646,7035602569409149834,5311,,False,6,7
0,3,2016,3,28,15224,-9092677072201095172,4900,,False,13,15
0,3,2016,4,2,718,-2042049018365856408,5815,,False,17,50
0,3,2016,4,7,12240,7035602569409149834,5311,,False,6,6
0,3,2016,4,8,4413,-4956618006720593695,5193,,False,8,15
0,3,2016,4,17,15300,-6796080605569913348,4722,,False,20,12
0,3,2016,4,18,15991,-7421093378627544099,5311,,False,6,7
0,3,2016,4,19,12554,-7421093378627544099,5311,,False,6,18
0,3,2016,4,21,16673,7035602569409149834,5311,,False,6,11
0,3,2016,4,23,8489,7035602569409149834,5311,,False,6,0
0,3,2016,4,24,15546,7035602569409149834,5311,,False,5,57
0,3,2016,5,5,12692,-7421093378627544099,5311,,False,5,54
0,3,2016,5,5,9810,7035602569409149834,5311,,False,6,17
0,3,2016,5,6,13519,-7421093378627544099,5311,,False,5,43
0,3,2016,5,8,-15300,-6796080605569913348,4722,,False,18,41
0,3,2016,5,8,15517,-6796080605569913348,4722,,False,18,50
0,3,2016,5,23,14838,-7421093378627544099,5311,,False,6,19
0,3,2016,5,29,4111,4241336128694185533,4814,,False,16,36
0,3,2016,6,1,14769,7035602569409149834,5311,,False,6,2
0,3,2016,6,2,15280,-9092677072201095172,4900,,False,9,47
0,3,2016,6,10,685,-2042049018365856408,5815,,False,17,54
0,3,2016,7,3,12493,7035602569409149834,5311,,False,5,1
0,3,2016,7,29,14628,4241336128694185533,4814,,False,20,16
0,3,2016,8,7,14771,-9092677072201095172,4900,,False,13,13
0,3,2016,8,15,17414,-9092677072201095172,4900,,False,9,51
0,3,2016,9,3,3205,-7421093378627544099,5311,,False,6,24
0,3,2016,9,15,17926,-9092677072201095172,4900,,False,9,49
0,3,2016,9,15,13113,-9092677072201095172,4900,,False,13,47
0,3,2016,9,16,14507,-9092677072201095172,4900,,False,9,50
0,3,2016,10,1,2625,-9092677072201095172,4900,,False,20,46
0,3,2016,10,4,17089,7035602569409149834,5311,,False,6,5
0,3,2016,10,11,17636,-8338381919281017248,4899,,False,20,23
0,3,2016,10,21,25472,1108327803852946055,4899,,False,20,18
0,3,2016,10,31,12284,7035602569409149834,5311,,False,6,1
0,3,2016,11,8,15533,4241336128694185533,4814,,False,19,35
0,3,2016,11,8,18458,1108327803852946055,4899,,False,20,20
0,3,2016,11,16,182,7035602569409149834,5311,,False,10,40
0,3,2016,11,19,12616,7035602569409149834,5311,,False,6,19
0,3,2016,11,21,12680,-7421093378627544099,5311,,False,6,26
0,3,2016,12,8,36000,-6796080605569913348,4722,,False,23,4
0,3,2016,12,10,13644,-6796080605569913348,4722,,False,23,5
0,3,2016,12,10,-36000,-6796080605569913348,4722,,False,23,16
0,3,2016,12,12,3650,-7421093378627544099,5311,,False,11,50
0,3,2016,12,14,14196,-9092677072201095172,4900,,False,9,53
0,3,2016,12,31,5251,-4241409341442030551,7349,,False,20,58
1,1,2015,1,7,6323,4241336128694185533,4814,,False,13,29
1,1,2015,3,14,1475,-521141999023077663,5815,,False,5,1
1,1,2015,3,29,1798,-521141999023077663,5815,,False,4,44
1,1,2015,4,14,39800,3694722044710185708,4722,,False,16,31
1,1,2015,6,12,1858,-521141999023077663,5815,,False,5,27
1,1,2015,7,1,1627,6455213054093379528,5815,,False,5,1
1,1,2015,7,31,10667,-7421093378627544099,5311,,False,18,13
1,1,2015,8,10,20483,4241336128694185533,4814,,False,15,22
1,1,2015,10,3,6944,4241336128694185533,4814,,False,13,20
1,1,2015,10,28,2816,-4241409341442030551,7349,,False,12,38
1,1,2016,1,31,7070,4241336128694185533,4814,Bad Card Number,False,6,53
1,1,2016,4,16,401,7035602569409149834,5311,,False,8,42
1,1,2016,5,1,2747,-4241409341442030551,7349,,False,12,30
1,1,2016,5,10,1594,-2042049018365856408,5815,,False,5,4
1,1,2016,5,23,2165,6455213054093379528,5815,,False,5,3
1,1,2016,6,5,120345,-6796080605569913348,4722,,False,22,12
1,1,2016,6,9,18174,-6761066196029841443,5310,,True,10,8
1,1,2016,6,9,14395,4796006601552743675,5732,,True,18,52
1,1,2016,7,22,8016,4241336128694185533,4814,,False,7,28
1,1,2016,7,28,1494,6455213054093379528,5815,,False,5,25
1,1,2016,7,29,1062,6455213054093379528,5815,,False,4,23
1,1,2016,8,30,2905,4241336128694185533,4814,,False,13,3
1,1,2016,9,3,5695,4241336128694185533,4814,,False,13,29
1,1,2016,9,27,25700,7501849281341469857,4722,,False,14,34
1,1,2016,9,29,-25700,7501849281341469857,4722,,False,20,41
1,1,2016,11,5,10972,-7421093378627544099,5311,,False,18,19
1,1,2016,11,17,12953,7085239280536365648,6300,,False,11,4
1,1,2016,12,13,5984,4241336128694185533,4814,,False,6,58
1,1,2016,12,18,10434,208649686760524778,5651,,False,7,13
1,2,2015,1,7,7023,4241336128694185533,4814,,False,6,36
1,2,2015,2,14,1633,6455213054093379528,5815,,False,4,45
1,2,2015,5,1,11023,8245762104511734345,5661,,False,6,42
1,2,2015,5,4,4699,4241336128694185533,4814,,False,13,24
1,2,2015,5,14,2012,5805127065224074672,7349,,False,12,25
1,2,2015,6,15,1947,-521141999023077663,5815,,False,5,2
1,2,2015,6,23,5421,4241336128694185533,4814,,False,13,6
1,2,2015,7,25,1220,-2042049018365856408,5815,,False,5,8
1,2,2015,9,19,12697,8245762104511734345,5661,,False,6,35
1,2,2015,10,28,90195,7501849281341469857,4722,,False,9,24
1,2,2015,11,3,5882,4241336128694185533,4814,,False,13,16
1,2,2015,11,19,8006,-7421093378627544099,5311,,False,18,11
1,2,2015,11,22,25800,3694722044710185708,4722,,False,23,7
1,2,2015,11,25,5861,4241336128694185533,4814,,False,13,12
1,2,2015,12,30,27,-7421093378627544099,5311,,False,13,28
1,2,2016,1,10,17749,-1243653537087039368,6300,,False,10,49
1,2,2016,1,11,10907,8245762104511734345,5661,,False,6,52
1,2,2016,1,23,6268,4241336128694185533,4814,,False,6,44
1,2,2016,2,9,16344,-886027770047724904,6300,,False,11,27
1,2,2016,3,4,8046,4241336128694185533,4814,,False,6,41
1,2,2016,3,5,6758,4241336128694185533,4814,,False,7,21
1,2,2016,4,18,17323,3900920090343001383,6300,,False,11,26
1,2,2016,4,29,5526,4241336128694185533,4814,,False,7,54
1,2,2016,6,14,8108,7035602569409149834,5311,,False,6,59
1,2,2016,6,26,3382,4241336128694185533,4814,Bad CVV,False,13,24
1,2,2016,6,30,11251,208649686760524778,5651,,False,6,53
1,2,2016,8,9,4708,7035602569409149834,5311,,False,12,50
1,2,2016,9,7,3243,5805127065224074672,7349,,False,12,41
1,2,2016,9,8,2438,5805127065224074672,7349,,False,12,44
1,2,2016,9,21,20716,4168533264539032113,6300,,False,11,14
1,2,2016,12,4,10425,-7421093378627544099,5311,,False,6,39
1,2,2016,12,14,11984,-7421093378627544099,5311,,False,15,18
1,3,2015,2,11,1568,-2042049018365856408,5815,,False,5,13
1,3,2015,3,16,5495,4241336128694185533,4814,,False,13,2
1,3,2015,3,27,6160,4241336128694185533,4814,,False,13,19
1,3,2015,4,5,1704,-521141999023077663,5815,,False,5,19
1,3,2015,4,16,4938,4241336128694185533,4814,,False,13,23
1,3,2015,4,25,1766,-2042049018365856408,5815,,False,5,20
1,3,2015,5,3,1651,-521141999023077663,5815,,False,5,28
1,3,2015,6,20,2128,-4241409341442030551,7349,,False,12,58
1,3,2015,7,18,1563,6455213054093379528,5815,,False,5,1
1,3,2015,11,26,4802,8245762104511734345,5661,,False,6,7
1,3,2016,1,31,7564,4241336128694185533,4814,,False,6,54
1,3,2016,3,8,1933,-521141999023077663,5815,,False,5,29
1,3,2016,5,6,2027,6455213054093379528,5815,,False,5,7
1,3,2016,6,26,5157,4241336128694185533,4814,,False,13,29
1,3,2016,6,27,5740,4241336128694185533,4814,,False,13,37
1,3,2016,8,3,4939,4241336128694185533,4814,,False,13,0
1,3,2016,10,11,8402,4241336128694185533,4814,,False,6,35
1,3,2016,10,24,3866,208649686760524778,5651,,False,11,14
1,3,2016,11,22,7174,4241336128694185533,4814,,False,6,52
1,4,2015,2,15,1478,-521141999023077663,5815,,False,5,11
1,4,2015,3,16,965,6455213054093379528,5815,,False,5,58
1,4,2015,5,24,1816,-2042049018365856408,5815,,False,5,53
1,4,2015,6,7,1772,6455213054093379528,5815,,False,5,17
1,4,2015,7,21,5050,4241336128694185533,4814,,False,13,8
1,4,2015,8,20,2267,-521141999023077663,5815,,False,5,8
1,4,2015,10,14,3013,-4241409341442030551,7349,,False,12,43
1,4,2015,10,26,2730,5805127065224074672,7349,,False,12,39
1,4,2016,5,3,4676,-7421093378627544099,5311,,False,10,7
1,4,2016,11,20,1812,6455213054093379528,5815,,False,4,31
2,0,2015,1,1,3078,-6458444334611773637,4784,,False,4,38
2,0,2015,1,2,3918,-6458444334611773637,4784,,False,9,32
2,0,2015,1,2,4009,-6458444334611773637,4784,,False,14,36
2,0,2015,1,4,4673,-6458444334611773637,4784,,False,4,44
2,0,2015,1,4,4287,-6458444334611773637,4784,,False,9,45
2,0,2015,1,5,5067,-6458444334611773637,4784,,False,3,49
2,0,2015,1,5,4527,-6458444334611773637,4784,,False,14,41
2,0,2015,1,6,4522,-6458444334611773637,4784,,False,4,35
2,0,2015,1,7,4136,-6458444334611773637,4784,,False,14,36
2,0,2015,1,8,4070,-6458444334611773637,4784,,False,14,47
2,0,2015,1,11,4946,-6458444334611773637,4784,,False,4,40
2,0,2015,1,12,3994,-6458444334611773637,4784,,False,14,34
2,0,2015,1,13,5583,-6458444334611773637,4784,,False,9,51
2,0,2015,1,14,4307,-6458444334611773637,4784,,False,14,52
2,0,2015,1,16,4549,-6458444334611773637,4784,,False,15,46
2,0,2015,1,19,4383,-6458444334611773637,4784,,False,3,41
2,0,2015,1,19,5852,-6458444334611773637,4784,,False,4,49
2,0,2015,1,20,16150,4168533264539032113,6300,,False,7,55
2,0,2015,1,21,5725,-6458444334611773637,4784,,False,9,40
2,0,2015,1,22,4360,-6458444334611773637,4784,,False,14,59
2,0,2015,1,22,4388,-6458444334611773637,4784,,False,15,5
2,0,2015,1,26,19347,-364796818668863137,6300,,False,8,34
2,0,2015,1,27,5387,-6458444334611773637,4784,,False,4,55
2,0,2015,1,27,5811,-6458444334611773637,4784,,False,9,45
2,0,2015,1,27,6880,-6458444334611773637,4784,,False,14,35
2,0,2015,1,28,4546,-6458444334611773637,4784,,False,14,40
2,0,2015,1,31,5052,-6458444334611773637,4784,,False,4,35
2,0,2015,2,2,5131,-6458444334611773637,4784,,False,4,43
2,0,2015,2,2,2769,-6458444334611773637,4784,,False,14,39
2,0,2015,2,3,3693,-6458444334611773637,4784,,False,9,58
2,0,2015,2,4,2579,-6458444334611773637,4784,,False,9,43
2,0,2015,2,7,3317,-6458444334611773637,4784,,False,14,35
2,0,2015,2,9,4116,-6458444334611773637,4784,,False,14,45
2,0,2015,2,11,6613,-6458444334611773637,4784,,False,14,59
2,0,2015,2,12,2735,-6458444334611773637,4784,,False,9,55
2,0,2015,2,12,4366,-6458444334611773637,4784,,False,15,16
2,0,2015,2,13,4664,-6458444334611773637,4784,,False,4,32
2,0,2015,2,14,5452,-6458444334611773637,4784,,False,4,45
2,0,2015,2,16,4061,-6458444334611773637,4784,,False,4,49
2,0,2015,2,16,4639,-6458444334611773637,4784,,False,5,5
2,0,2015,2,16,5527,-6458444334611773637,4784,,False,14,48
2,0,2015,2,19,4505,-6458444334611773637,4784,,False,8,46
2,0,2015,2,21,5537,-6458444334611773637,4784,,False,14,52
2,0,2015,2,22,4476,-6458444334611773637,4784,,False,9,43
2,0,2015,2,23,3018,-6458444334611773637,4784,,False,4,52
2,0,2015,2,23,2597,-6458444334611773637,4784,,False,9,51
2,0,2015,3,2,2405,-6458444334611773637,4784,,False,15,17
2,0,2015,3,3,9449,-9092677072201095172,4900,,False,8,34
2,0,2015,3,4,5096,-6458444334611773637,4784,,False,4,54
2,0,2015,3,4,4770,-6458444334611773637,4784,,False,9,32
2,0,2015,3,7,3294,-6458444334611773637,4784,,False,14,36
2,0,2015,3,11,3984,-6458444334611773637,4784,,False,14,58
2,0,2015,3,13,5365,-6458444334611773637,4784,,False,9,45
2,0,2015,3,18,5202,-6458444334611773637,4784,,False,9,40
2,0,2015,3,19,5727,-6458444334611773637,4784,,False,4,56
2,0,2015,3,20,3337,-6458444334611773637,4784,,False,4,23
2,0,2015,3,20,4195,-6458444334611773637,4784,,False,9,45
2,0,2015,3,20,3791,-6458444334611773637,4784,,False,14,41
2,0,2015,3,21,4777,-6458444334611773637,4784,,False,3,59
2,0,2015,3,21,2179,-2042049018365856408,5815,,False,16,37
2,0,2015,3,22,4349,-6458444334611773637,4784,,False,14,57
2,0,2015,3,23,3373,-6458444334611773637,4784,,False,9,12
2,0,2015,3,26,4195,-6458444334611773637,4784,,False,9,57
2,0,2015,3,28,3568,-6458444334611773637,4784,,False,14,49
2,0,2015,3,31,3126,-6458444334611773637,4784,,False,4,51
2,0,2015,4,1,3530,-6458444334611773637,4784,,False,9,54
2,0,2015,4,1,4462,-6458444334611773637,4784,,False,14,5
2,0,2015,4,1,4996,-6458444334611773637,4784,,False,14,34
2,0,2015,4,4,4298,-6458444334611773637,4784,,False,14,49
2,0,2015,4,7,5180,-6458444334611773637,4784,,False,15,1
2,0,2015,4,7,2705,6455213054093379528,5815,,False,16,36
2,0,2015,4,11,4444,-6458444334611773637,4784,,False,4,59
2,0,2015,4,12,4113,-6458444334611773637,4784,,False,14,40
2,0,2015,4,13,4915,-6458444334611773637,4784,,False,4,43
2,0,2015,4,16,3531,-6458444334611773637,4784,,False,4,58
2,0,2015,4,16,4289,-6458444334611773637,4784,,False,9,42
2,0,2015,4,17,4486,-6458444334611773637,4784,,False,4,44
2,0,2015,4,17,4414,-6458444334611773637,4784,,False,5,39
2,0,2015,4,18,6133,-6458444334611773637,4784,,False,10,22
2,0,2015,4,18,4321,-6458444334611773637,4784,,False,14,58
2,0,2015,4,19,6044,-6458444334611773637,4784,,False,9,12
2,0,2015,4,19,5076,-6458444334611773637,4784,,False,9,45
2,0,2015,4,20,3298,-6458444334611773637,4784,,False,4,50
2,0,2015,4,20,5524,-6458444334611773637,4784,,False,13,33
2,0,2015,4,20,3023,-6458444334611773637,4784,,False,14,37
2,0,2015,4,22,4896,-6458444334611773637,4784,,False,14,32
2,0,2015,4,24,4431,-6458444334611773637,4784,,False,14,56
2,0,2015,4,25,5349,-6458444334611773637,4784,,False,14,59
2,0,2015,4,26,4887,-6458444334611773637,4784,,False,9,18
2,0,2015,4,29,4359,-6458444334611773637,4784,,False,4,55
2,0,2015,4,29,3719,-6458444334611773637,4784,,False,9,50
2,0,2015,4,30,3203,-6458444334611773637,4784,,False,4,42
2,0,2015,4,30,17172,4241336128694185533,4814,,False,14,35
2,0,2015,5,1,3322,-6458444334611773637,4784,,False,4,59
2,0,2015,5,2,4444,-6458444334611773637,4784,,False,9,49
2,0,2015,5,3,5690,-6458444334611773637,4784,,False,4,44
2,0,2015,5,3,4572,-6458444334611773637,4784,,False,5,55
2,0,2015,5,3,4552,-6458444334611773637,4784,,False,14,33
2,0,2015,5,4,4385,-6458444334611773637,4784,,False,4,55
2,0,2015,5,4,3537,-6458444334611773637,4784,,False,9,51
2,0,2015,5,4,5610,-6458444334611773637,4784,,False,10,13
2,0,2015,5,6,6533,-6458444334611773637,4784,,False,9,32
2,0,2015,5,6,4456,-6458444334611773637,4784,,False,14,47
2,0,2015,5,7,4118,-6458444334611773637,4784,,False,9,39
2,0,2015,5,10,5271,-6458444334611773637,4784,,False,4,34
2,0,2015,5,11,4335,-6458444334611773637,4784,,False,9,33
2,0,2015,5,12,5332,-6458444334611773637,4784,,False,14,31
2,0,2015,5,12,2172,-521141999023077663,5815,,False,16,34
2,0,2015,5,13,4289,-6458444334611773637,4784,,False,10,38
2,0,2015,5,14,4469,-6458444334611773637,4784,,False,10,15
2,0,2015,5,15,5098,-6458444334611773637,4784,,False,14,44
2,0,2015,5,16,2660,-6458444334611773637,4784,,False,5,17
2,0,2015,5,16,5577,-6458444334611773637,4784,,False,14,50
2,0,2015,5,17,4865,-6458444334611773637,4784,,False,9,35
2,0,2015,5,17,4287,-6458444334611773637,4784,,False,10,23
2,0,2015,5,18,2909,-6458444334611773637,4784,,False,4,56
2,0,2015,5,19,3403,-6458444334611773637,4784,,False,14,56
